id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
cx0fHmje-zo2Y,QhIlX9du-ZevT,El0BRsoG-GZZA,cx0fHmje-zo2Y,23,24000,Aluguel,NULL,QhIlX9du-ZevT,"Pessoal ",B,9600,9.99,1,0.4,El0BRsoG-GZZA,N,4
a43n9Xkq-CzGd,q9SYszwA-Yscn,0DIRZ5uD-kaAE,a43n9Xkq-CzGd,28,51000,Propria,2,q9SYszwA-Yscn,Pagamento_debitos,E,20400,17.74,1,0.4,0DIRZ5uD-kaAE,S,5
YQSPRnMp-mlKs,tWeO8aS1-phFZ,H27xlEfQ-4BaU,YQSPRnMp-mlKs,23,75000,Aluguel,3,tWeO8aS1-phFZ,"Pessoal ",E,23575,14.5,1,0.31,H27xlEfQ-4BaU,N,4
5oGJXtHa-katt,8vnvzkco-X2YX,LJPKMQsw-ZmOG,5oGJXtHa-katt,36,90000,Aluguel,7,8vnvzkco-X2YX,"Pessoal ",D,30000,15.99,1,0.33,LJPKMQsw-ZmOG,S,11
ASdUMAT0-R5tr,GlMtpxK0-lt9q,LkpdgzQm-9B5l,ASdUMAT0-R5tr,40,158000,Aluguel,2,GlMtpxK0-lt9q,Melhora_lar,E,25000,16.82,1,0.16,LkpdgzQm-9B5l,N,16
kKXc280Z-jHC2,mQzyCcmQ-PbRL,zHi7KuJf-87Xk,kKXc280Z-jHC2,26,135000,Aluguel,NULL,mQzyCcmQ-PbRL,"Pessoal ",B,10000,10.39,NULL,0.15,zHi7KuJf-87Xk,N,13
eUiEGY4v-tSDP,38Z1D9cY-jOUE,vekO8KpL-bKu3,eUiEGY4v-tSDP,21,40000,Aluguel,6,38Z1D9cY-jOUE,Pagamento_debitos,C,15000,14.27,1,0.38,vekO8KpL-bKu3,N,3
QM9wCAy3-R2xE,PInkMnXN-e5CC,xhhf77UP-28Ld,QM9wCAy3-R2xE,22,33996,Aluguel,6,PInkMnXN-e5CC,"Empreendimento ",D,15000,14.96,1,0.44,xhhf77UP-28Ld,S,4
pQl2gzp2-dKkq,BrTgqUsm-9Cgx,vdKsnX40-uJIB,pQl2gzp2-dKkq,26,30000,Aluguel,5,BrTgqUsm-9Cgx,Pagamento_debitos,C,15000,12.84,1,0.5,vdKsnX40-uJIB,N,3
YY98igEg-Ue8t,KAMIyway-9JN0,K4kjWnNZ-Hgje,YY98igEg-Ue8t,24,55200,Hipoteca,8,KAMIyway-9JN0,"Educativo ",C,9600,10.78,1,0.17,K4kjWnNZ-Hgje,N,4
SxNXORPT-6Ask,UrmqA37h-T1SA,mf7YBzMJ-N7dh,SxNXORPT-6Ask,28,18000,Aluguel,9,UrmqA37h-T1SA,Melhora_lar,A,7600,8.49,1,0.42,mf7YBzMJ-N7dh,N,9
AxR4pcE6-lZ3F,0Wloe8WD-IQF2,Cxp8QIUp-PcYJ,AxR4pcE6-lZ3F,22,58170,Aluguel,1,0Wloe8WD-IQF2,"Educativo ",A,3000,9.07,1,0.05,Cxp8QIUp-PcYJ,N,2
C0ffx1py-dBX5,pUBfCwBJ-flW8,f5haNpKa-sSB9,C0ffx1py-dBX5,27,81300,Aluguel,3,pUBfCwBJ-flW8,"Empreendimento ",B,29000,12.69,1,0.36,f5haNpKa-sSB9,N,6
Wenfv7K5-EGJO,7Eka3d90-fm0u,R0KTDmRg-fzbl,Wenfv7K5-EGJO,33,54000,Aluguel,17,7Eka3d90-fm0u,Pagamento_debitos,B,15000,11.86,1,0.28,R0KTDmRg-fzbl,N,7
sWUug2GU-D8D8,r5yP87Ck-mMip,T4h0B15q-5k9w,sWUug2GU-D8D8,26,30000,Aluguel,2,r5yP87Ck-mMip,"Educativo ",B,2000,11.71,1,0.07,T4h0B15q-5k9w,N,2
7FzcIfzu-DiL4,bWf3RF4p-bMgp,BbwSF20A-I0LG,7FzcIfzu-DiL4,23,24000,Aluguel,3,bWf3RF4p-bMgp,"Educativo ",A,5250,7.66,1,0.22,BbwSF20A-I0LG,N,3
6vfPmChu-iHcT,7G2nTxYI-pFRt,RJZchcG0-rlhG,6vfPmChu-iHcT,24,54000,Hipoteca,8,7G2nTxYI-pFRt,"Empreendimento ",D,1500,14.42,1,0.03,RJZchcG0-rlhG,S,2
BO52mJZy-zept,ypkhj2Kp-FD2a,rUTlgMSC-4C0P,BO52mJZy-zept,34,44000,Hipoteca,8,ypkhj2Kp-FD2a,Pagamento_debitos,C,4500,12.98,1,0.1,rUTlgMSC-4C0P,N,6
5xQMuiSy-t5Xs,l7QhGRMT-a0GF,9qbiWH40-hYCT,5xQMuiSy-t5Xs,33,44400,Hipoteca,3,l7QhGRMT-a0GF,"Empreendimento ",C,2000,14.22,1,0.05,9qbiWH40-hYCT,S,9
AnSJDzGh-0qhY,YPfUzn6h-0I8H,dAPK5YtY-b5f6,AnSJDzGh-0qhY,23,30000,Hipoteca,6,YPfUzn6h-0I8H,Melhora_lar,A,6725,6.99,1,0.22,dAPK5YtY-b5f6,N,3
qrF9bHgH-Tsay,OimcX9UI-KYn8,p2ekzmLK-mHZw,qrF9bHgH-Tsay,32,36500,Aluguel,2,OimcX9UI-KYn8,Melhora_lar,A,5000,6.91,1,0.14,p2ekzmLK-mHZw,N,5
rtTtxtFh-Tlxd,bOz03I1b-UDFm,KfsHqBOF-g7Jh,rtTtxtFh-Tlxd,29,73000,Aluguel,1,bOz03I1b-UDFm,Melhora_lar,B,20000,11.83,1,0.27,KfsHqBOF-g7Jh,N,9
wLKMPrNu-yciO,aDfmkLpj-fd4g,iyFKEmIh-TjnW,wLKMPrNu-yciO,26,58650,Hipoteca,3,aDfmkLpj-fd4g,"Medico ",C,17500,NULL,1,0.25,iyFKEmIh-TjnW,N,4
gFOTj59b-BHAi,rehqqY4H-3eSR,dwbQa3eC-Davr,gFOTj59b-BHAi,28,29000,Aluguel,6,rehqqY4H-3eSR,"Educativo ",C,13000,14.26,1,0.45,dwbQa3eC-Davr,S,8
O4TKmOGv-8PCv,QFkCfOub-RpoS,7vYgqcHn-0jJ3,O4TKmOGv-8PCv,45,56000,Hipoteca,8,QFkCfOub-RpoS,Pagamento_debitos,D,7000,16.29,1,0.13,7vYgqcHn-0jJ3,S,12
vxDOtxGp-EA03,mMd1RsKI-o8ih,MKp7rJDv-qkJJ,vxDOtxGp-EA03,24,64000,Aluguel,7,mMd1RsKI-o8ih,Pagamento_debitos,D,3000,15.21,1,0.05,MKp7rJDv-qkJJ,N,4
o9Yn2ZsZ-OAmM,c3mEtu6o-H9ec,IW9tvdff-aEx5,o9Yn2ZsZ-OAmM,24,40000,Aluguel,NULL,c3mEtu6o-H9ec,"Pessoal ",D,3000,17.27,1,0.07,IW9tvdff-aEx5,S,2
r5kiIJRS-vQir,hpgMqDUt-GjkO,mo0bHkeK-zmL1,r5kiIJRS-vQir,24,87220,Hipoteca,7,hpgMqDUt-GjkO,"Empreendimento ",C,8000,NULL,1,0.09,mo0bHkeK-zmL1,S,3
hFHTJ1IN-H8Tq,jOQWMKd1-EYSX,Lz1H96x0-UYtj,hFHTJ1IN-H8Tq,22,31800,Aluguel,NULL,jOQWMKd1-EYSX,Pagamento_debitos,A,12000,5.42,1,0.38,Lz1H96x0-UYtj,N,2
o2fDbf9w-4CDl,fqmSY2as-eTvY,Ba4cG0nZ-2IS5,o2fDbf9w-4CDl,25,59000,Hipoteca,9,fqmSY2as-eTvY,"Educativo ",B,20000,11.36,1,0.34,Ba4cG0nZ-2IS5,N,2
MgTCjtdx-rRCK,Oy86Xnl3-TxEr,DlrYStU3-PHPm,MgTCjtdx-rRCK,36,88000,Hipoteca,1,Oy86Xnl3-TxEr,Pagamento_debitos,C,7750,13.23,1,0.09,DlrYStU3-PHPm,N,14
vGka2NTK-Pzva,IlM6lhiv-azl3,iApKsBjC-pvLX,vGka2NTK-Pzva,28,59004,Hipoteca,1,IlM6lhiv-azl3,"Pessoal ",A,8000,7.37,1,0.14,iApKsBjC-pvLX,N,6
vUD6etQb-ynG7,1gf1Ukmb-bZHM,4FZRyPF4-Jmom,vUD6etQb-ynG7,21,20000,Aluguel,2,1gf1Ukmb-bZHM,"Empreendimento ",A,9500,8.9,1,0.47,4FZRyPF4-Jmom,N,4
U9iTiUHO-cTz3,Dvy8LZpB-NoWO,SkljlXur-6eWu,U9iTiUHO-cTz3,26,24000,Aluguel,1,Dvy8LZpB-NoWO,Pagamento_debitos,C,7750,14.35,1,0.32,SkljlXur-6eWu,N,3
yRKZidEa-h9k5,4Ct8TtMw-2R1v,tC2hz6uz-FE81,yRKZidEa-h9k5,24,54000,Hipoteca,1,4Ct8TtMw-2R1v,Pagamento_debitos,A,1500,5.42,1,0.03,tC2hz6uz-FE81,N,3
JbeZvHTA-FaNy,Ol2r93Od-REpt,4HoQ7ivd-lu28,JbeZvHTA-FaNy,42,101000,Hipoteca,6,Ol2r93Od-REpt,Pagamento_debitos,F,25000,16.15,1,0.25,4HoQ7ivd-lu28,S,14
ggBWWfDh-fk99,G1JBCWCt-q5y5,vmYhlsSc-f1GI,ggBWWfDh-fk99,21,12000,Aluguel,5,G1JBCWCt-q5y5,"Empreendimento ",B,5000,11.49,1,0.42,vmYhlsSc-f1GI,N,2
042HuhgK-vW5P,4xbO6IZz-vMtR,GBmyQhRK-qlmS,042HuhgK-vW5P,22,38004,Aluguel,5,4xbO6IZz-vMtR,"Educativo ",B,12000,10.75,1,0.32,GBmyQhRK-qlmS,N,3
l5lpOGvx-7v0s,3lrkM0MM-RAaf,D7nPnymK-8hlo,l5lpOGvx-7v0s,26,69000,Hipoteca,10,3lrkM0MM-RAaf,Pagamento_debitos,D,6200,15.99,1,0.09,D7nPnymK-8hlo,S,3
ZFSYCywr-GiYb,JysRYOCO-Nmvv,lyknJwfo-NCcS,ZFSYCywr-GiYb,24,33996,Aluguel,1,JysRYOCO-Nmvv,Pagamento_debitos,C,7000,13.16,1,0.21,lyknJwfo-NCcS,N,3
8jTNlIYs-Psn1,5iPD70qL-ogHY,5226Z2NU-DMIn,8jTNlIYs-Psn1,28,18000,Aluguel,NULL,5iPD70qL-ogHY,"Empreendimento ",B,4000,11.12,1,0.22,5226Z2NU-DMIn,N,8
n97WMvXA-bpZq,vXF6BcQ4-HksM,Kw1bujJi-s4Mv,n97WMvXA-bpZq,28,64000,Hipoteca,10,vXF6BcQ4-HksM,Melhora_lar,E,6000,16.45,1,0.09,Kw1bujJi-s4Mv,S,9
Mv4fCdsw-xB7l,d97WEz2Z-htpH,NtjEAmru-ywA6,Mv4fCdsw-xB7l,32,44400,Aluguel,13,d97WEz2Z-htpH,"Medico ",A,15000,7.88,1,0.34,NtjEAmru-ywA6,N,9
5Biwhbwj-RNoo,rZOMahFK-S6oJ,XDtcsnwe-obAO,5Biwhbwj-RNoo,23,30680,Aluguel,7,rZOMahFK-S6oJ,Pagamento_debitos,B,10000,10.37,1,0.33,XDtcsnwe-obAO,N,4
9QNWUEx1-ciJK,ESF6XdD1-ysZG,iWUfSjfd-QX5h,9QNWUEx1-ciJK,24,85850,Hipoteca,8,ESF6XdD1-ysZG,"Medico ",D,20000,NULL,1,0.2,iWUfSjfd-QX5h,S,4
JtM6twGq-PygI,0BnnMGMQ-jLq8,CkljybS6-WAvm,JtM6twGq-PygI,28,11029,Hipoteca,12,0BnnMGMQ-jLq8,Pagamento_debitos,C,2150,10.78,1,0.19,CkljybS6-WAvm,S,6
RoCXGSxX-xfMk,slkTdQNB-Amvp,o6AjEo6C-4Umr,RoCXGSxX-xfMk,25,55315,Aluguel,3,slkTdQNB-Amvp,"Educativo ",B,NULL,10.25,NULL,0.24,o6AjEo6C-4Umr,N,2
tnPw3LPK-DHnb,b9oKYmN6-rspB,micFxcRH-NeCS,tnPw3LPK-DHnb,22,44000,Aluguel,1,b9oKYmN6-rspB,"Educativo ",E,16000,16.35,1,0.36,micFxcRH-NeCS,N,3
ulxnvgRe-DjXy,KhzUt8Y1-3tZk,pZy1r0y2-0n1a,ulxnvgRe-DjXy,33,18996,Aluguel,5,KhzUt8Y1-3tZk,Pagamento_debitos,D,3250,16.32,1,0.17,pZy1r0y2-0n1a,N,7
8Q8nwch7-eQM5,qbChGyUB-oZZi,7lP2dylU-agEU,8Q8nwch7-eQM5,25,49000,Aluguel,9,qbChGyUB-oZZi,Melhora_lar,A,10000,6.62,1,0.2,7lP2dylU-agEU,N,4
SFBialn9-ZOWH,OrGdLQSq-F9ZM,mK88qIGM-045G,SFBialn9-ZOWH,25,29000,Aluguel,9,OrGdLQSq-F9ZM,"Medico ",B,1000,11.99,1,0.03,mK88qIGM-045G,N,2
kibcahbs-BrNu,ZLpvAUsK-Pzj7,fe46jl1l-F7JQ,kibcahbs-BrNu,37,58000,Aluguel,9,ZLpvAUsK-Pzj7,"Empreendimento ",B,18200,10.99,1,0.31,fe46jl1l-F7JQ,N,17
KX9nurGm-G1C5,9cpMlCU6-H6ie,nqJjNbwI-Oarb,KX9nurGm-G1C5,25,59600,Hipoteca,5,9cpMlCU6-H6ie,"Educativo ",E,6000,16.45,1,0.1,nqJjNbwI-Oarb,N,4
zyGQmI1v-kxO9,6OaqsYkn-21f8,TAirnpRC-xRpg,zyGQmI1v-kxO9,24,56100,Aluguel,7,6OaqsYkn-21f8,"Medico ",D,25000,16.49,1,0.38,TAirnpRC-xRpg,N,4
r45UCnjW-q11L,AtaFdR9B-stfc,v1QnCyCW-5ZkZ,r45UCnjW-q11L,26,47000,Aluguel,7,AtaFdR9B-stfc,"Pessoal ",A,15000,7.9,1,0.32,v1QnCyCW-5ZkZ,N,3
qhNnEbF8-zFfg,TXiS0ILB-NaZS,8bdWE4bN-8KjI,qhNnEbF8-zFfg,27,74000,Hipoteca,3,TXiS0ILB-NaZS,"Pessoal ",B,25000,11.46,1,0.34,8bdWE4bN-8KjI,N,5
mzU9wrnn-FBiJ,KZOpLbD0-3aHk,sGx5a3Jm-5f9w,mzU9wrnn-FBiJ,28,128000,Hipoteca,11,KZOpLbD0-3aHk,Pagamento_debitos,G,14400,22.11,1,0.11,sGx5a3Jm-5f9w,S,8
WZan9qx8-HP1z,5CQo5jg0-IDGd,CzgFiscR-IvxI,WZan9qx8-HP1z,39,23000,Aluguel,NULL,5CQo5jg0-IDGd,"Medico ",A,7200,NULL,1,0.31,CzgFiscR-IvxI,N,17
IlaEdIIe-zQx6,T37irvpm-Xh8q,EOmrPbdt-I2tF,IlaEdIIe-zQx6,23,72000,Hipoteca,5,T37irvpm-Xh8q,"Educativo ",F,19000,NULL,1,0.26,EOmrPbdt-I2tF,S,2
t2Ua3Uzk-4urD,7LR4fG2u-qxJl,qxuww2qj-9Sgz,t2Ua3Uzk-4urD,29,51996,Aluguel,13,7LR4fG2u-qxJl,"Empreendimento ",D,20000,NULL,1,0.38,qxuww2qj-9Sgz,S,5
Hqd9HHgA-cYYs,U1kZJj0F-cd8v,kmQtKIgg-NxNX,Hqd9HHgA-cYYs,22,18000,Aluguel,6,U1kZJj0F-cd8v,"Medico ",B,4000,11.49,1,0.22,kmQtKIgg-NxNX,N,4
GRftilNe-rl5w,9cYRNqnU-maNK,APWQhSRD-zCPn,GRftilNe-rl5w,25,47000,Hipoteca,9,9cYRNqnU-maNK,"Educativo ",A,12000,6.62,1,0.26,APWQhSRD-zCPn,N,2
60Pb2B0X-FCkA,FnFP9Odm-x9K0,k8oPyngs-TP3w,60Pb2B0X-FCkA,25,128000,Hipoteca,4,FnFP9Odm-x9K0,Melhora_lar,B,10000,11.58,1,0.08,k8oPyngs-TP3w,N,2
yMqn12kg-bCaJ,3X0RurEq-78Yy,LhMeo4ZK-l8L4,yMqn12kg-bCaJ,24,42856,Aluguel,8,3X0RurEq-78Yy,Pagamento_debitos,A,16000,8.9,1,0.37,LhMeo4ZK-l8L4,N,3
qds8tWhO-LZpG,Piorghiq-AFfv,McQiI7Ui-JIh6,qds8tWhO-LZpG,30,20000,Aluguel,1,Piorghiq-AFfv,"Pessoal ",B,3000,11.49,1,0.15,McQiI7Ui-JIh6,N,8
IXbf2HTw-8xyI,Wve4F7mi-P4vm,JdxtlgDW-xPJT,IXbf2HTw-8xyI,26,51996,Hipoteca,2,Wve4F7mi-P4vm,"Medico ",E,6500,15.68,1,0.13,JdxtlgDW-xPJT,N,4
bAmHfqDX-x2gk,rY6jsIYq-ceLi,8UikRwu1-TFGJ,bAmHfqDX-x2gk,22,64000,Aluguel,7,rY6jsIYq-ceLi,"Educativo ",C,12000,12.87,1,0.19,8UikRwu1-TFGJ,S,2
fu1KyqfP-s3fb,bQkw1NeQ-meKR,8xsTWa0M-bRBl,fu1KyqfP-s3fb,26,73000,Hipoteca,3,bQkw1NeQ-meKR,Pagamento_debitos,D,10000,14.09,1,0.14,8xsTWa0M-bRBl,N,3
hNzLtZxI-CyTx,DHKaM2SY-KOxX,R3aXkcJ0-ZtrE,hNzLtZxI-CyTx,31,14400,Aluguel,3,DHKaM2SY-KOxX,Melhora_lar,D,4750,14.59,1,0.33,R3aXkcJ0-ZtrE,S,8
tpWGDOhX-XHuX,pUn5OG99-CU19,vPWy61lj-nC0O,tpWGDOhX-XHuX,38,30500,Aluguel,8,pUn5OG99-CU19,"Educativo ",C,10000,14.22,1,0.33,vPWy61lj-nC0O,N,12
1JAKxEAY-qEMF,350wkXlk-hzlW,Di8Gkm9Z-RDT3,1JAKxEAY-qEMF,27,19200,Propria,3,350wkXlk-hzlW,"Pessoal ",A,8000,8.9,1,0.42,Di8Gkm9Z-RDT3,N,8
iorGIEHJ-d9t4,zcs2b7bq-Bm20,ovFYPtXP-GHzl,iorGIEHJ-d9t4,32,74000,Hipoteca,16,zcs2b7bq-Bm20,"Educativo ",B,13650,12.42,1,0.18,ovFYPtXP-GHzl,N,10
axSgQ2iw-8Jtk,a0oGXLYi-LfIK,b78tGkvQ-FpHL,axSgQ2iw-8Jtk,21,52700,Hipoteca,4,a0oGXLYi-LfIK,"Medico ",D,26400,16.49,1,0.43,b78tGkvQ-FpHL,N,3
ESon67IE-GZGY,7XtWtPZ2-o8Cq,CDhLNQ1q-rACW,ESon67IE-GZGY,23,60000,Aluguel,2,7XtWtPZ2-o8Cq,"Empreendimento ",B,23000,12.18,1,0.38,CDhLNQ1q-rACW,N,4
pvswp0NR-dytm,ZiHhhRNn-kiqT,We0DtyC5-j5Aw,pvswp0NR-dytm,22,30996,Aluguel,6,ZiHhhRNn-kiqT,"Educativo ",A,8000,7.14,1,0.26,We0DtyC5-j5Aw,N,4
wiH0RhFF-QU0r,OfUL4hGz-n27I,oa0WvFnQ-OGpC,wiH0RhFF-QU0r,21,17000,Aluguel,3,OfUL4hGz-n27I,"Medico ",A,5750,8.9,1,0.34,oa0WvFnQ-OGpC,N,2
bkbYKh1q-juyE,7pOEvYug-8TQR,TXDJu0vR-moH2,bkbYKh1q-juyE,37,12360,Aluguel,3,7pOEvYug-8TQR,"Educativo ",B,4000,9.99,1,0.32,TXDJu0vR-moH2,N,13
mJGTDjik-rUWE,JbW9lIsa-oNhR,KRrqfEh9-3Fgn,mJGTDjik-rUWE,22,74000,Aluguel,3,JbW9lIsa-oNhR,Pagamento_debitos,C,5000,13.49,1,0.07,KRrqfEh9-3Fgn,S,4
98JEbmJX-kzKm,560kgZLU-KoG1,426WFG4W-n1kb,98JEbmJX-kzKm,23,43200,Aluguel,2,560kgZLU-KoG1,"Empreendimento ",D,9100,13.24,1,0.21,426WFG4W-n1kb,N,2
PeFt5OkC-8LZj,9EcIwelK-DZlw,MjbLuWwr-Y94W,PeFt5OkC-8LZj,38,86105,Aluguel,2,9EcIwelK-DZlw,"Medico ",A,8000,6.54,1,0.08,MjbLuWwr-Y94W,N,17
jBhFvszu-Ywrc,YCcurNCi-13IO,CXKN6Fkm-dvwe,jBhFvszu-Ywrc,24,55000,Hipoteca,8,YCcurNCi-13IO,"Educativo ",B,6000,11.99,1,0.11,CXKN6Fkm-dvwe,N,2
3vLM1QJq-mjX5,0qHizvT8-hnl9,Sxp8MP9z-99nB,3vLM1QJq-mjX5,29,136000,Hipoteca,4,0qHizvT8-hnl9,Pagamento_debitos,D,7775,14.96,1,0.06,Sxp8MP9z-99nB,S,5
fGn08QII-obnT,X7sRJlzn-z9UG,YG1IO19x-03Iw,fGn08QII-obnT,29,71400,Hipoteca,1,X7sRJlzn-z9UG,"Medico ",A,8000,8.49,1,0.1,YG1IO19x-03Iw,N,10
j48dwayy-tbI2,8vnMateK-iEmS,XR5bg2Ox-nb8g,j48dwayy-tbI2,34,54000,Aluguel,2,8vnMateK-iEmS,Melhora_lar,D,15000,14.11,1,0.28,XR5bg2Ox-nb8g,S,7
hW4RLU1w-HkmL,6LsrMZqk-BXwo,xurACCGE-ot2i,hW4RLU1w-HkmL,32,80000,Aluguel,2,6LsrMZqk-BXwo,"Empreendimento ",B,25000,NULL,1,0.31,xurACCGE-ot2i,N,8
QW5FluDv-mkAu,rL2cQQyu-pB7q,9TNMw8Os-skxC,QW5FluDv-mkAu,29,42000,Aluguel,6,rL2cQQyu-pB7q,Pagamento_debitos,D,10800,16.29,1,0.26,9TNMw8Os-skxC,S,7
5IWCwkAL-G0kr,mz0FOsFc-53Sd,fdSZYDzn-qTh2,5IWCwkAL-G0kr,25,101424,Aluguel,6,mz0FOsFc-53Sd,"Pessoal ",A,4000,NULL,NULL,0.15,fdSZYDzn-qTh2,N,2
Uq1wZoMr-GGMD,kSto3r9Y-G3dt,ozMNJLwk-F7Je,Uq1wZoMr-GGMD,22,18000,Aluguel,1,kSto3r9Y-G3dt,Melhora_lar,B,7000,10.65,1,0.39,ozMNJLwk-F7Je,N,2
hd3l7ano-WJEG,8rcqDkI3-vHHI,ejLjHOjl-sb9G,hd3l7ano-WJEG,28,16800,Propria,NULL,8rcqDkI3-vHHI,"Medico ",C,5000,13.98,1,0.3,ejLjHOjl-sb9G,N,8
NeJT8RSM-qxJc,pDEdSISa-juyr,dHbd1n2m-rQXh,NeJT8RSM-qxJc,25,60000,Aluguel,5,pDEdSISa-juyr,"Educativo ",A,21450,7.29,1,0.36,dHbd1n2m-rQXh,N,4
BobM1zzK-Gm4R,paMstnLI-oIKO,lm28knnu-G88m,BobM1zzK-Gm4R,23,21000,Aluguel,3,paMstnLI-oIKO,Pagamento_debitos,D,3750,15.65,1,0.18,lm28knnu-G88m,N,2
uMI5lnzZ-YqUr,bzfrW7od-6cXU,5yCsTgGs-EkEf,uMI5lnzZ-YqUr,30,98000,Aluguel,14,bzfrW7od-6cXU,"Pessoal ",C,8525,10.78,1,0.09,5yCsTgGs-EkEf,N,9
HkHNmRzg-l7R3,q4G58ipY-icSY,PhgEkPRk-G5Sj,HkHNmRzg-l7R3,30,163000,Hipoteca,15,q4G58ipY-icSY,"Pessoal ",B,3500,10.65,1,0.02,PhgEkPRk-G5Sj,N,8
9XuvJ5No-cd6d,E0r8zWx1-OBzO,1jC8Dzn6-i5Ue,9XuvJ5No-cd6d,28,50400,Aluguel,8,E0r8zWx1-OBzO,"Empreendimento ",D,18500,16.02,1,0.37,1jC8Dzn6-i5Ue,N,6
DbdInuY2-ztS6,W7Lj234a-D83d,rGmjwjjJ-5sdZ,DbdInuY2-ztS6,24,22680,Aluguel,9,W7Lj234a-D83d,"Empreendimento ",B,7000,10.62,1,0.31,rGmjwjjJ-5sdZ,N,2
wEp57UeY-FCBD,DjqX0YGS-lXWz,b5rknE2C-lGQ5,wEp57UeY-FCBD,30,72000,Aluguel,5,DjqX0YGS-lXWz,"Empreendimento ",D,25000,16.32,1,0.35,b5rknE2C-lGQ5,S,5
nckksXdQ-nNvq,IZhSANHW-l8Ib,0d6TELvH-fHhZ,nckksXdQ-nNvq,24,88400,Aluguel,8,IZhSANHW-l8Ib,"Medico ",D,5000,NULL,1,0.05,0d6TELvH-fHhZ,N,4
INkEF4a2-P3u9,LirBtryD-C6sy,fSmdnKrp-twI5,INkEF4a2-P3u9,36,43000,Aluguel,12,LirBtryD-C6sy,Pagamento_debitos,D,13600,15.58,1,0.32,fSmdnKrp-twI5,S,12
Ced2oNPi-ewdX,YEBtNsms-GBwx,d5H8TkhC-FMsO,Ced2oNPi-ewdX,24,21600,Aluguel,NULL,YEBtNsms-GBwx,"Empreendimento ",C,6500,14.79,1,0.3,d5H8TkhC-FMsO,S,4
OhMZzx3v-OG9k,7Dic0l3y-x31N,3FQDN6mp-jaa2,OhMZzx3v-OG9k,31,27000,Aluguel,7,7Dic0l3y-x31N,Melhora_lar,A,6000,8.94,1,0.22,3FQDN6mp-jaa2,N,6
RfP6X6pT-nBQw,1zTS7CTR-Ewbg,nOHeKTHz-R3m9,RfP6X6pT-nBQw,23,29000,Aluguel,4,1zTS7CTR-Ewbg,"Medico ",D,13450,12.61,1,0.46,nOHeKTHz-R3m9,N,3
nuQn8NiU-j35Y,qXY684sv-SPNM,tscbRj2y-73tm,nuQn8NiU-j35Y,25,37560,Aluguel,2,qXY684sv-SPNM,Pagamento_debitos,F,12500,18.62,1,0.33,tscbRj2y-73tm,N,3
Tahda0of-tGdx,rlynsbSt-qkeE,tQU1oEcw-1Ho1,Tahda0of-tGdx,34,54000,Aluguel,5,rlynsbSt-qkeE,"Medico ",D,3000,15.37,1,0.06,tQU1oEcw-1Ho1,S,6
XrWInuul-i4hx,xEbkCaJg-w9kI,Z4qN9K99-IRDr,XrWInuul-i4hx,27,78000,Aluguel,6,xEbkCaJg-w9kI,Pagamento_debitos,D,17200,17.49,1,0.22,Z4qN9K99-IRDr,S,7
Ex8zW3rb-dALo,CrFYH6jS-0hcn,Fu7bjcbX-HrGd,Ex8zW3rb-dALo,22,48000,Aluguel,1,CrFYH6jS-0hcn,"Pessoal ",C,14000,13.92,1,0.29,Fu7bjcbX-HrGd,N,3
geGND1h5-BXlu,Yfe8w0J3-OLKI,np4lGNZm-ElJO,geGND1h5-BXlu,25,110000,Hipoteca,9,Yfe8w0J3-OLKI,Pagamento_debitos,D,12000,15.99,1,0.11,np4lGNZm-ElJO,N,3
hjqImzH1-eLYz,fuxPwc5O-W3dU,2DR9fs9g-Yxcf,hjqImzH1-eLYz,22,23800,Aluguel,2,fuxPwc5O-W3dU,"Pessoal ",A,8800,9.32,1,0.37,2DR9fs9g-Yxcf,N,2
msucpsXN-tljf,emmXTK8G-Wab5,xB6J7ppL-jRx3,msucpsXN-tljf,22,40000,Aluguel,6,emmXTK8G-Wab5,"Educativo ",C,14000,13.11,1,0.35,xB6J7ppL-jRx3,S,3
0uixlYf3-Qrkg,SiR4uz9p-efCO,1A7tM75o-CDcF,0uixlYf3-Qrkg,45,47000,Aluguel,13,SiR4uz9p-efCO,"Medico ",E,15000,16.4,1,0.32,1A7tM75o-CDcF,S,11
1ZfZsd8O-Ey7Y,mvU3xnJw-RdG9,hgZ7F8fJ-2KMY,1ZfZsd8O-Ey7Y,24,238000,Hipoteca,2,mvU3xnJw-RdG9,Pagamento_debitos,A,7000,7.66,1,0.03,hgZ7F8fJ-2KMY,N,2
JMsbJPg6-eLk6,P9CDj6Sj-Xu1Y,IEMzIqZc-oJBW,JMsbJPg6-eLk6,25,32400,Aluguel,1,P9CDj6Sj-Xu1Y,"Educativo ",C,2000,14.35,1,0.06,IEMzIqZc-oJBW,N,2
iy0ciRWR-ksfs,0xQFkQy9-93Ur,5RHLc9x6-fGDX,iy0ciRWR-ksfs,50,NULL,Hipoteca,5,0xQFkQy9-93Ur,"Empreendimento ",A,NULL,19.29,1,0.33,5RHLc9x6-fGDX,N,3
